Site ID,Cell,azimuth,Sector,Technology,CellId,CellName,OnAirStatus,ARFCN,Coverage_Objective,Band,Mtilt,Etilt,TAC,PCI,Long,Lat,BW,drop call rate
196179,9,230,2,LTE,19617992,LTEOutdoor19617992,Unlocked,3600,Outdoor,900,9,10,10002,85,136.923991,35.156527,60,0.0862
196179,9,320,3,LTE,19617993,LTEOutdoor19617993,Unlocked,3600,Outdoor,900,9,10,10002,93,136.923991,35.156527,60,9.98
196180,9,20,1,LTE,19618091,LTEOutdoor19618091,Unlocked,3600,Outdoor,900,6,14,10004,73,136.917211,35.159137,60,0.041
196180,9,120,2,LTE,19618092,LTEOutdoor19618092,Unlocked,3600,Outdoor,900,6,14,10004,81,136.917211,35.159137,60,0.0678
196180,9,280,3,LTE,19618093,LTEOutdoor19618093,Unlocked,3600,Outdoor,900,6,14,10004,89,136.917211,35.159137,60,0.0928
196182,9,60,1,LTE,19618291,LTEOutdoor19618291,Unlocked,3600,Outdoor,900,8,5,10001,60,136.900041,35.152267,60,0.0986
196182,9,140,2,LTE,19618292,LTEOutdoor19618292,Unlocked,3600,Outdoor,900,8,5,10001,68,136.900041,35.152267,60,0.0427
196182,9,230,3,LTE,19618293,LTEOutdoor19618293,Unlocked,3600,Outdoor,900,12,5,10001,76,136.900041,35.152267,60,0.44
196186,9,-1,1,LTE,19618691,LTEIndoor19618691,Unlocked,3600,Indoor,900,0,0,10003,414,136.906816,35.153912,60,0.0917
196186,9,-1,2,LTE,19618692,LTEIndoor19618692,Unlocked,3600,Indoor,900,0,0,10003,392,136.906816,35.153912,60,0.0682
196186,9,-1,3,LTE,19618693,LTEIndoor19618693,Unlocked,3600,Indoor,900,0,0,10003,401,136.906816,35.153912,60,0.0918
196192,9,-1,1,LTE,19619291,LTEIndoor19619291,Unlocked,3600,Indoor,900,0,0,10005,402,136.941231,35.161747,60,0.0681
196192,9,-1,2,LTE,19619292,LTEIndoor19619292,locked,3600,Indoor,900,0,0,10005,413,136.941231,35.161747,60,0.067
196206,9,55,1,LTE,19620691,LTEOutdoor19620691,Unlocked,3600,Outdoor,900,12,6,10002,344,136.934791,35.149377,60,0.0522
196206,9,200,2,LTE,19620692,LTEOutdoor19620692,Unlocked,3600,Outdoor,900,15,13,10002,336,136.934791,35.149377,60,0.0995
196206,9,290,3,LTE,19620693,LTEOutdoor19620693,Unlocked,3600,Outdoor,900,13,7,10002,328,136.934791,35.149377,60,0.0614
196220,9,80,1,LTE,19622091,LTEOutdoor19622091,Unlocked,3600,Outdoor,900,2,10,10005,75,136.935831,35.163837,60,0.0818
196220,9,230,2,LTE,19622092,LTEOutdoor19622092,Unlocked,3600,Outdoor,900,2,10,10005,83,136.935831,35.163837,60,0.0799
196236,9,60,1,LTE,19623691,LTEOutdoor19623691,Unlocked,3600,Outdoor,900,12,11,10001,53,136.903981,35.151107,60,0.097
196236,9,290,3,LTE,19623693,LTEOutdoor19623693,Unlocked,3600,Outdoor,900,12,11,10001,61,136.903981,35.151107,60,0.0083
196239,9,20,1,LTE,19623991,LTEOutdoor19623991,Unlocked,3600,Outdoor,900,6,5,10003,62,136.918271,35.141257,60,5.99
196239,9,80,2,LTE,19623992,LTEOutdoor19623992,Unlocked,3600,Outdoor,900,6,1,10003,78,136.918271,35.141257,60,0.0349
196288,9,90,1,LTE,19628891,LTEOutdoor19628891,Unlocked,3600,Outdoor,900,7,10,10005,91,136.946681,35.157507,60,0.0097
196288,9,180,2,LTE,19628892,LTEOutdoor19628892,Unlocked,3600,Outdoor,900,7,10,10005,46,136.946681,35.157507,60,0.0742
196539,9,100,1,LTE,19653991,LTEOutdoor19653991,Unlocked,3600,Outdoor,900,4,13,10003,16,136.9208032,35.145632,60,0.169
196539,9,150,1,LTE,19653991,LTEOutdoor19653991,Unlocked,3600,Outdoor,900,4,13,10003,16,136.9208032,35.145632,60,0.0054
196539,9,320,3,LTE,19653993,LTEOutdoor19653993,locked,3600,Outdoor,900,4,13,10003,32,136.9208032,35.145632,60,0.0852
196543,9,200,2,LTE,19654392,LTEOutdoor19654392,Unlocked,3600,Outdoor,900,7,6,10002,96,136.925261,35.141017,60,0.0655
196546,9,10,1,LTE,19654691,LTEOutdoor19654691,Unlocked,3600,Outdoor,900,7,7,10001,264,136.902671,35.167537,60,0.008
196546,9,90,2,LTE,19654692,LTEOutdoor19654692,Unlocked,3600,Outdoor,900,10,13,10001,256,136.902671,35.167537,60,0.0154
196546,9,150,2,LTE,19654692,LTEOutdoor19654692,Unlocked,3600,Outdoor,900,10,13,10001,256,136.902671,35.167537,60,0.0062
196546,9,300,3,LTE,19654693,LTEOutdoor19654693,Unlocked,3600,Outdoor,900,10,7,10001,272,136.902671,35.167537,60,0.0525
196610,9,210,2,LTE,19661092,LTEOutdoor19661092,Unlocked,3600,Outdoor,900,12,11,10005,258,136.935348,35.1652872,60,0.0462
196610,9,310,3,LTE,19661093,LTEOutdoor19661093,Unlocked,3600,Outdoor,900,14,11,10005,203,136.935348,35.1652872,60,0.0797
196614,9,-1,1,LTE,19661491,LTEIndoor19661491,Unlocked,3600,Indoor,900,0,0,10005,404,136.938871,35.155027,60,0.0393
196614,9,210,2,LTE,19661492,LTEOutdoor19661492,Unlocked,3600,Outdoor,900,8,17,10005,219,136.938871,35.155027,60,0.0664
196614,9,310,3,LTE,19661493,LTEOutdoor19661493,Unlocked,3600,Outdoor,900,6,16,10005,211,136.938871,35.155027,60,0.0749
196615,9,40,1,LTE,19661591,LTEOutdoor19661591,Unlocked,3600,Outdoor,900,7,16,10005,74,136.939051,35.154387,60,0.0455
196615,9,190,2,LTE,19661592,LTEOutdoor19661592,Unlocked,3600,Outdoor,900,7,6,10005,82,136.939051,35.154387,60,0.0859
196615,9,-1,3,LTE,19661593,LTEIndoor19661593,Unlocked,3600,Indoor,900,0,0,10005,398,136.939051,35.154387,60,0.0883
196861,9,80,1,LTE,19686191,LTEOutdoor19686191,Unlocked,3600,Outdoor,900,6,13,10003,167,136.914321,35.156717,60,0.0073
196861,9,230,2,LTE,19686192,LTEOutdoor19686192,Unlocked,3600,Outdoor,900,4,13,10003,159,136.914321,35.156717,60,0.0478
196861,9,330,3,LTE,19686193,LTEOutdoor19686193,Unlocked,3600,Outdoor,900,4,13,10003,175,136.914321,35.156717,60,0.0226
196866,9,50,1,LTE,19686691,LTEOutdoor19686691,Unlocked,3600,Outdoor,900,17,16,10001,323,136.897201,35.150117,60,0.652
196866,9,160,2,LTE,19686692,LTEOutdoor19686692,Unlocked,3600,Outdoor,900,17,16,10001,331,136.897201,35.150117,60,0.0782
196866,9,250,3,LTE,19686693,LTEOutdoor19686693,Unlocked,3600,Outdoor,900,17,17,10001,339,136.897201,35.150117,60,0.0515
196869,9,110,2,LTE,19686992,LTEOutdoor19686992,Unlocked,3600,Outdoor,900,14,15,10004,82,136.925911,35.161707,60,0.0005
197133,9,70,1,LTE,19713391,LTEOutdoor19713391,Unlocked,3600,Outdoor,900,4,12,10002,247,136.926201,35.141037,60,0.0845
197133,9,190,2,LTE,19713392,LTEOutdoor19713392,Unlocked,3600,Outdoor,900,7,9,10002,231,136.926201,35.141037,60,0.0554
197133,9,310,3,LTE,19713393,LTEOutdoor19713393,Unlocked,3600,Outdoor,900,5,17,10002,239,136.926201,35.141037,60,0.035
197150,9,60,1,LTE,19715091,LTEOutdoor19715091,Unlocked,3600,Outdoor,900,4,10,10006,285,136.949581,35.152787,60,0.081
197150,9,110,2,LTE,19715092,LTEOutdoor19715092,Unlocked,3600,Outdoor,900,11,11,10006,293,136.949581,35.152787,60,0.0308
197150,9,290,3,LTE,19715093,LTEOutdoor19715093,Unlocked,3600,Outdoor,900,10,12,10006,277,136.949581,35.152787,60,0.0265
197162,9,20,1,LTE,19716291,LTEOutdoor19716291,Unlocked,3600,Outdoor,900,12,16,10002,220,136.946041,35.140687,60,0.0388
197162,9,70,2,LTE,19716292,LTEOutdoor19716292,Unlocked,3600,Outdoor,900,12,11,10002,204,136.946041,35.140667,60,0.0219
197162,9,200,3,LTE,19716293,LTEOutdoor19716293,Unlocked,3600,Outdoor,900,12,14,10002,212,136.946001,35.140657,60,0.0948
197180,9,160,2,LTE,19718092,LTEOutdoor19718092,Unlocked,3600,Outdoor,900,6,15,10005,338,136.936736,35.155242,60,0.0316
197180,9,270,3,LTE,19718093,LTEOutdoor19718093,Unlocked,3600,Outdoor,900,7,17,10005,330,136.9367355,35.15524239,60,0.0569
197183,9,110,1,LTE,19718391,LTEOutdoor19718391,Unlocked,3600,Outdoor,900,6,9,10002,89,136.928551,35.140937,60,0.0241
197185,9,60,1,LTE,19718591,LTEOutdoor19718591,Unlocked,3600,Outdoor,900,6,10,10003,351,136.919271,35.148197,60,0.0964
197185,9,150,2,LTE,19718592,LTEOutdoor19718592,Unlocked,3600,Outdoor,900,6,11,10003,359,136.919271,35.148197,60,0.0765
197187,9,60,1,LTE,19718791,LTEOutdoor19718791,Unlocked,3600,Outdoor,900,11,16,10003,213,136.914271,35.146367,60,0.741
197187,9,120,2,LTE,19718792,LTEOutdoor19718792,Unlocked,3600,Outdoor,900,15,16,10003,221,136.914251,35.146197,60,0.0737
197187,9,20,3,LTE,19718793,LTEOutdoor19718793,Unlocked,3600,Outdoor,900,14,16,10003,205,136.913931,35.146427,60,0.048
197303,9,50,1,LTE,19730391,LTEOutdoor19730391,Unlocked,3600,Outdoor,900,17,17,10001,98,136.898141,35.152777,60,0.0513
197303,9,120,2,LTE,19730392,LTEOutdoor19730392,Unlocked,3600,Outdoor,900,17,16,10001,82,136.897951,35.152087,60,0.0998
197303,9,230,3,LTE,19730393,LTEOutdoor19730393,Unlocked,3600,Outdoor,900,17,17,10001,90,136.897621,35.152287,60,0.0314
197307,9,110,1,LTE,19730791,LTEOutdoor19730791,Unlocked,3600,Outdoor,900,17,13,10001,75,136.898741,35.151197,60,0.0344
197307,9,-1,2,LTE,19730792,LTEIndoor19730792,Unlocked,3600,Indoor,900,0,0,10001,370,136.898741,35.151197,60,0.044
197307,9,290,3,LTE,19730793,LTEOutdoor19730793,Unlocked,3600,Outdoor,900,17,17,10001,67,136.898391,35.151037,60,0.0759
197315,9,40,1,LTE,19731591,LTEOutdoor19731591,Unlocked,3600,Outdoor,900,8,17,10001,129,136.897721,35.144977,60,0.0512
197315,9,220,2,LTE,19731592,LTEOutdoor19731592,Unlocked,3600,Outdoor,900,6,15,10001,149,136.897721,35.144977,60,0.0123
197315,9,300,3,LTE,19731593,LTEOutdoor19731593,Unlocked,3600,Outdoor,900,6,17,10001,145,136.897721,35.144977,60,0.0519
197318,9,200,2,LTE,19731892,LTEOutdoor19731892,Unlocked,3600,Outdoor,900,52,1,10001,263,136.896471,35.150117,60,2.86
197318,9,300,3,LTE,19731893,LTEOutdoor19731893,Unlocked,3600,Outdoor,900,52,1,10001,271,136.896471,35.150117,60,0.0623
197319,9,60,1,LTE,19731991,LTEOutdoor19731991,Unlocked,3600,Outdoor,900,5,10,10001,302,136.896011,35.148647,60,0.0109
197319,9,170,2,LTE,19731992,LTEOutdoor19731992,Unlocked,3600,Outdoor,900,5,10,10001,318,136.896011,35.148647,60,0.0566
197319,9,320,3,LTE,19731993,LTEOutdoor19731993,Unlocked,3600,Outdoor,900,5,10,10001,310,136.896011,35.148647,60,0.0051
197320,9,70,2,LTE,19732092,LTEOutdoor19732092,Unlocked,3600,Outdoor,900,6,11,10004,372,136.929241,35.162197,60,0.0251
197320,9,150,3,LTE,19732093,LTEOutdoor19732093,Unlocked,3600,Outdoor,900,4,11,10004,380,136.929241,35.162197,60,0.0505
197322,9,90,1,LTE,19732291,LTEOutdoor19732291,Unlocked,3600,Outdoor,900,6,16,10003,86,136.921991,35.149847,60,0.0104
197322,9,180,2,LTE,19732292,LTEOutdoor19732292,Unlocked,3600,Outdoor,900,17,14,10003,102,136.921991,35.149847,60,0.0602
197322,9,20,3,LTE,19732293,LTEOutdoor19732293,Unlocked,3600,Outdoor,900,10,16,10003,94,136.921991,35.149847,60,0.0509
197325,9,80,1,LTE,19732591,LTEOutdoor19732591,Unlocked,3600,Outdoor,900,8,5,10003,81,136.919711,35.136967,60,0.808
197325,9,180,2,LTE,19732592,LTEOutdoor19732592,Unlocked,3600,Outdoor,900,7,4,10003,97,136.919711,35.136967,60,0.0443
197325,9,290,3,LTE,19732593,LTEOutdoor19732593,Unlocked,3600,Outdoor,900,8,5,10003,89,136.919711,35.136967,60,0.0312
197326,9,120,1,LTE,19732691,LTEOutdoor19732691,Unlocked,3600,Outdoor,900,17,12,10002,352,136.943381,35.148837,60,0.0474
197328,9,70,1,LTE,19732891,LTEOutdoor19732891,Unlocked,3600,Outdoor,900,14,7,10002,81,136.939571,35.144467,60,0.0803
197328,9,140,2,LTE,19732892,LTEOutdoor19732892,Unlocked,3600,Outdoor,900,14,7,10002,65,136.939071,35.144677,60,0.0349
197328,9,230,3,LTE,19732893,LTEOutdoor19732893,Unlocked,3600,Outdoor,900,14,14,10002,73,136.939071,35.144677,60,0.0238
197329,9,110,1,LTE,19732991,LTEOutdoor19732991,Unlocked,3600,Outdoor,900,17,11,10002,314,136.933371,35.144437,60,0.0477
197329,9,200,2,LTE,19732992,LTEOutdoor19732992,Unlocked,3600,Outdoor,900,17,11,10002,298,136.932451,35.144497,60,0.0752
197329,9,340,3,LTE,19732993,LTEOutdoor19732993,Unlocked,3600,Outdoor,900,17,9,10002,306,136.932341,35.144627,60,0.0488
197340,9,40,1,LTE,19734091,LTEOutdoor19734091,Unlocked,3600,Outdoor,900,4,13,10003,120,136.907511,35.151917,60,0.0705
197340,9,90,2,LTE,19734092,LTEOutdoor19734092,Unlocked,3600,Outdoor,900,4,13,10003,112,136.907511,35.151917,60,0.0497
197340,9,260,3,LTE,19734093,LTEOutdoor19734093,Unlocked,3600,Outdoor,900,4,13,10003,128,136.907511,35.151917,60,0.0018
197345,9,60,1,LTE,19734591,LTEOutdoor19734591,Unlocked,3600,Outdoor,900,7,9,10004,234,136.913186,35.165095,60,0.0158
197345,9,200,2,LTE,19734592,LTEOutdoor19734592,Unlocked,3600,Outdoor,900,6,12,10004,226,136.913186,35.165095,60,0.0796
197345,9,260,3,LTE,19734593,LTEOutdoor19734593,Unlocked,3600,Outdoor,900,8,16,10004,242,136.913186,35.165095,60,0.0466
197349,9,40,1,LTE,19734991,LTEOutdoor19734991,Unlocked,3600,Outdoor,900,8,17,10001,315,136.899961,35.143407,60,0.0622
197349,9,105,2,LTE,19734992,LTEOutdoor19734992,Unlocked,3600,Outdoor,900,9,15,10001,299,136.899961,35.143407,60,0.0726
197349,9,280,3,LTE,19734993,LTEOutdoor19734993,Unlocked,3600,Outdoor,900,14,15,10001,307,136.899961,35.143407,60,0.0658
197350,9,80,1,LTE,19735091,LTEOutdoor19735091,Unlocked,3600,Outdoor,900,17,16,10003,203,136.909091,35.155077,60,0.0255
197350,9,310,3,LTE,19735093,LTEOutdoor19735093,Unlocked,3600,Outdoor,900,12,16,10003,211,136.909091,35.155077,60,1.39
197351,9,60,1,LTE,19735191,LTEOutdoor19735191,Unlocked,3600,Outdoor,900,9,9,10001,143,136.901911,35.146817,60,0.0721
197351,9,210,2,LTE,19735192,LTEOutdoor19735192,Unlocked,3600,Outdoor,900,11,16,10001,135,136.901911,35.146817,60,0.0911
197351,9,270,3,LTE,19735193,LTEOutdoor19735193,Unlocked,3600,Outdoor,900,11,16,10001,151,136.901911,35.146817,60,0.0885
197354,9,70,1,LTE,19735491,LTEOutdoor19735491,Unlocked,3600,Outdoor,900,62,2,10003,247,136.905001,35.152137,60,0.0615
197354,9,330,3,LTE,19735493,LTEOutdoor19735493,Unlocked,3600,Outdoor,900,52,2,10003,231,136.905001,35.152137,60,0.0141
197355,9,120,1,LTE,19735591,LTEOutdoor19735591,Unlocked,3600,Outdoor,900,24,16,10003,329,136.909271,35.141277,60,0.0882
197355,9,240,2,LTE,19735592,LTEOutdoor19735592,Unlocked,3600,Outdoor,900,16,17,10003,294,136.909271,35.141277,60,0.0326
197355,9,340,3,LTE,19735593,LTEOutdoor19735593,Unlocked,3600,Outdoor,900,12,15,10003,70,136.909271,35.141277,60,0.259
197361,9,120,2,LTE,19736192,LTEOutdoor19736192,Unlocked,3600,Outdoor,900,4,13,10003,59,136.909971,35.140137,60,0.0209
197362,9,-1,1,LTE,19736291,LTEIndoor19736291,Unlocked,3600,Indoor,900,0,0,10002,393,136.943741,35.148167,60,0.0162
197362,9,160,2,LTE,19736292,LTEOutdoor19736292,Unlocked,3600,Outdoor,900,14,17,10002,210,136.943741,35.148167,60,0.0899
197362,9,220,3,LTE,19736293,LTEOutdoor19736293,Unlocked,3600,Outdoor,900,10,17,10002,218,136.943741,35.148167,60,0.0095
197365,9,100,1,LTE,19736591,LTEOutdoor19736591,Unlocked,3600,Outdoor,900,10,13,10002,378,136.947261,35.143507,60,0.0096
197365,9,200,2,LTE,19736592,LTEOutdoor19736592,Unlocked,3600,Outdoor,900,4,11,10002,386,136.947261,35.143507,60,0.004
197365,9,310,3,LTE,19736593,LTEOutdoor19736593,Unlocked,3600,Outdoor,900,4,13,10002,370,136.947261,35.143507,60,0.0677
197366,9,60,1,LTE,19736691,LTEOutdoor19736691,Unlocked,3600,Outdoor,900,17,14,10001,291,136.902361,35.149647,60,0.0595
197366,9,300,3,LTE,19736693,LTEOutdoor19736693,Unlocked,3600,Outdoor,900,17,4,10001,283,136.902361,35.149647,60,0.0952
197368,9,70,1,LTE,19736891,LTEOutdoor19736891,Unlocked,3600,Outdoor,900,12,1,10003,273,136.915251,35.145117,60,0.0705
197368,9,170,2,LTE,19736892,LTEOutdoor19736892,Unlocked,3600,Outdoor,900,5,10,10003,289,136.915251,35.145117,60,0.0717
197368,9,-1,3,LTE,19736893,LTEIndoor19736893,Unlocked,3600,Indoor,900,0,0,10003,426,136.915251,35.145117,60,0.0355
197370,9,80,1,LTE,19737091,LTEOutdoor19737091,Unlocked,3600,Outdoor,900,8,17,10001,56,136.902711,35.152677,60,0.0711
197370,9,260,3,LTE,19737093,LTEOutdoor19737093,Unlocked,3600,Outdoor,900,8,11,10001,48,136.902711,35.152677,60,0.0572
197372,9,130,2,LTE,19737292,LTEOutdoor19737292,Unlocked,3600,Outdoor,900,10,11,10002,107,136.924691,35.148187,60,0.0398
197372,9,290,3,LTE,19737293,LTEOutdoor19737293,Unlocked,3600,Outdoor,900,10,16,10002,115,136.924691,35.148187,60,0.0171
197373,9,55,1,LTE,19737391,LTEOutdoor19737391,Unlocked,3600,Outdoor,900,10,9,10003,292,136.906136,35.152229,60,0.0977
197373,9,125,2,LTE,19737392,LTEOutdoor19737392,Unlocked,3600,Outdoor,900,10,9,10003,300,136.906136,35.152229,60,0.0974
197373,9,345,3,LTE,19737393,LTEOutdoor19737393,Unlocked,3600,Outdoor,900,10,9,10003,308,136.906136,35.152229,60,0.0704
197374,9,80,1,LTE,19737491,LTEOutdoor19737491,Unlocked,3600,Outdoor,900,10,9,10002,186,136.928631,35.143907,60,0.0562
197374,9,170,2,LTE,19737492,LTEOutdoor19737492,Unlocked,3600,Outdoor,900,10,17,10002,194,136.928631,35.143907,60,0.0906
197374,9,260,3,LTE,19737493,LTEOutdoor19737493,Unlocked,3600,Outdoor,900,8,7,10002,178,136.928631,35.143907,60,0.031
197375,9,150,2,LTE,19737592,LTEOutdoor19737592,Unlocked,3600,Outdoor,900,4,14,10003,132,136.907581,35.137957,60,0.0696
197375,9,310,3,LTE,19737593,LTEOutdoor19737593,Unlocked,3600,Outdoor,900,7,14,10003,148,136.907581,35.137957,60,0.0903
197381,9,50,1,LTE,19738191,LTEOutdoor19738191,Unlocked,3600,Outdoor,900,2,8,10001,62,136.8990227,35.15353191,60,0.0375
197381,9,330,3,LTE,19738193,LTEOutdoor19738193,Unlocked,3600,Outdoor,900,2,9,10001,78,136.8990227,35.15353191,60,0.0178
197384,9,-1,1,LTE,19738491,LTEIndoor19738491,Unlocked,3600,Indoor,900,0,0,10003,161,136.918851,35.139107,60,0.0514
197384,9,60,1,LTE,19738491,LTEOutdoor19738491,Unlocked,3600,Outdoor,900,4,11,10003,161,136.918851,35.139107,60,0.0248
197384,9,160,2,LTE,19738492,LTEOutdoor19738492,Unlocked,3600,Outdoor,900,10,7,10003,153,136.918851,35.139107,60,0.0084
197387,9,65,1,LTE,19738791,LTEOutdoor19738791,Unlocked,3600,Outdoor,900,10,13,10002,121,136.924971,35.149137,60,0.0517
197387,9,125,2,LTE,19738792,LTEOutdoor19738792,Unlocked,3600,Outdoor,900,10,9,10002,105,136.924971,35.149137,60,6.13
197391,9,160,2,LTE,19739192,LTEOutdoor19739192,Unlocked,3600,Outdoor,900,11,13,10003,60,136.907801,35.140227,60,0.0952
197391,9,290,3,LTE,19739193,LTEOutdoor19739193,Unlocked,3600,Outdoor,900,6,9,10003,68,136.907801,35.140227,60,0.0133
197394,9,10,1,LTE,19739491,LTEOutdoor19739491,Unlocked,3600,Outdoor,900,6,7,10005,334,136.946181,35.157717,60,0.0281
197394,9,290,3,LTE,19739493,LTEOutdoor19739493,Unlocked,3600,Outdoor,900,4,12,10005,326,136.946181,35.157717,60,0.0436
197396,9,90,1,LTE,19739691,LTEOutdoor19739691,Unlocked,3600,Outdoor,900,10,16,10001,257,136.900061,35.148517,60,0.0131
197396,9,190,2,LTE,19739692,LTEOutdoor19739692,Unlocked,3600,Outdoor,900,12,17,10001,249,136.900061,35.148517,60,0.0854
197396,9,330,3,LTE,19739693,LTEOutdoor19739693,Unlocked,3600,Outdoor,900,12,17,10001,265,136.900061,35.148517,60,0.0292
197397,9,40,1,LTE,19739791,LTEOutdoor19739791,Unlocked,3600,Outdoor,900,7,9,10005,148,136.933501,35.155644,60,0.0262
197397,9,290,3,LTE,19739793,LTEOutdoor19739793,Unlocked,3600,Outdoor,900,18,1,10005,140,136.933501,35.155644,60,0.311
197399,9,120,2,LTE,19739992,LTEOutdoor19739992,Unlocked,3600,Outdoor,900,2,17,10004,40,136.923091,35.160607,60,0.0013
197399,9,220,3,LTE,19739993,LTEOutdoor19739993,Unlocked,3600,Outdoor,900,4,9,10004,56,136.923091,35.160607,60,0.0236
197507,9,60,1,LTE,19750791,LTEOutdoor19750791,Unlocked,3600,Outdoor,900,2,16,10004,377,136.925328,35.160177,60,0.0127
197507,9,110,2,LTE,19750792,LTEOutdoor19750792,Unlocked,3600,Outdoor,900,2,16,10004,369,136.925328,35.160177,60,0.0484
197507,9,220,3,LTE,19750793,LTEOutdoor19750793,Unlocked,3600,Outdoor,900,2,16,10004,385,136.925328,35.160177,60,0.0018
197511,9,100,1,LTE,19751191,LTEOutdoor19751191,Unlocked,3600,Outdoor,900,12,12,10003,342,136.918181,35.149697,60,0.0299
197511,9,260,2,LTE,19751192,LTEOutdoor19751192,Unlocked,3600,Outdoor,900,10,15,10003,334,136.918181,35.149697,60,0.0815
197511,9,340,3,LTE,19751193,LTEOutdoor19751193,Unlocked,3600,Outdoor,900,12,11,10003,326,136.918181,35.149697,60,0.0363
197521,9,60,1,LTE,19752191,LTEOutdoor19752191,Unlocked,3600,Outdoor,900,6,9,10004,46,136.916631,35.162277,60,0.0909
197521,9,140,2,LTE,19752192,LTEOutdoor19752192,Unlocked,3600,Outdoor,900,6,16,10004,38,136.916631,35.162277,60,0.0329
197521,9,290,3,LTE,19752193,LTEOutdoor19752193,Unlocked,3600,Outdoor,900,4,9,10004,54,136.916631,35.162277,60,0.0743
197532,9,20,1,LTE,19753291,LTEOutdoor19753291,Unlocked,3600,Outdoor,900,6,7,10004,263,136.918701,35.164307,60,0.0877
197532,9,70,2,LTE,19753292,LTEOutdoor19753292,Unlocked,3600,Outdoor,900,6,11,10004,255,136.918701,35.164307,60,0.0413
197532,9,170,3,LTE,19753293,LTEOutdoor19753293,Unlocked,3600,Outdoor,900,6,7,10004,271,136.918701,35.164307,60,0.02
197534,9,220,2,LTE,19753492,LTEOutdoor19753492,Unlocked,3600,Outdoor,900,6,13,10003,381,136.913011,35.156137,60,0.0677
197534,9,320,3,LTE,19753493,LTEOutdoor19753493,Unlocked,3600,Outdoor,900,7,13,10003,389,136.913011,35.156137,60,0.0401
197537,9,90,1,LTE,19753791,LTEOutdoor19753791,Unlocked,3600,Outdoor,900,10,9,10005,400,136.93614,35.159222,60,0.0388
197537,9,200,2,LTE,19753792,LTEOutdoor19753792,Unlocked,3600,Outdoor,900,10,3,10005,355,136.93614,35.159222,60,6.52
197545,9,20,1,LTE,19754591,LTEOutdoor19754591,Unlocked,3600,Outdoor,900,6,17,10003,341,136.922041,35.154877,60,0.0391
197545,9,80,1,LTE,19754591,LTEOutdoor19754591,Unlocked,3600,Outdoor,900,5,17,10003,341,136.922041,35.154877,60,0.416
197564,9,70,1,LTE,19756491,LTEOutdoor19756491,Unlocked,3600,Outdoor,900,14,13,10003,29,136.918941,35.141577,60,0.0899
197571,9,80,1,LTE,19757191,LTEOutdoor19757191,Unlocked,3600,Outdoor,900,19,11,10006,312,136.949031,35.150627,60,0.0715
197571,9,210,2,LTE,19757192,LTEOutdoor19757192,Unlocked,3600,Outdoor,900,17,9,10006,320,136.948661,35.150487,60,0.0275
